"ID","predicted_quality"
5464,5.8322789684175
5465,5.80873031123227
5466,5.27357347261336
5467,5.84945477320475
5468,5.41459039411062
5469,5.69182536917777
5470,6.53823253042409
5471,6.14234731830614
5472,6.13567294293276
5473,5.95612387646867
5474,5.85422871057946
5475,6.46052950255932
5476,5.29167441385473
5477,6.42679890496903
5478,5.47747314357254
5479,5.78115739587143
5480,5.786298162849
5481,5.87193132130976
5482,5.4704705093404
5483,6.05558750757168
5484,5.95650087726041
5485,5.38649789073087
5486,5.42120005451592
5487,5.40135629606934
5488,5.31898539163266
5489,5.54501929326076
5490,5.95862961048061
5491,5.91543243686642
5492,5.75104138054566
5493,5.61658602472072
5494,6.75031242832313
5495,6.06286988357654
5496,6.04546373471426
5497,5.7875825506235
5498,5.38516796779887
5499,6.45029496895378
5500,5.49527906624149
5501,6.10248110599825
5502,5.6505757170159
5503,5.58789346329424
5504,5.70338817338467
5505,5.01025679720311
5506,5.61874003881224
5507,5.72297453127268
5508,5.6834693859555
5509,6.11980523475163
5510,6.05415219970502
5511,6.64409828646996
5512,5.29710188781737
5513,6.30739198007562
5514,5.90372250852952
5515,6.11927248814983
5516,5.85735376098536
5517,6.2222289809752
5518,6.14312857210069
5519,4.86985577330767
5520,5.713911947008
5521,5.93320874908524
5522,5.51656776138242
5523,6.21248165591174
5524,5.50466089861785
5525,5.47440574839049
5526,6.14513470906985
5527,6.3547673664832
5528,5.55192017555576
5529,6.5266893327527
5530,5.65186963222771
5531,5.28174281966642
5532,6.66049674468293
5533,5.30004467525013
5534,5.52116128673286
5535,6.40136419080164
5536,5.06770416139929
5537,5.38875940021039
5538,5.67535714278057
5539,6.44859893499711
5540,6.03385454329806
5541,6.35445749959159
5542,6.75945926906117
5543,5.58261117765886
5544,6.74139177528338
5545,6.12936862339568
5546,5.786298162849
5547,5.50912625553827
5548,5.97948103934746
5549,4.83056972028795
5550,6.1913778548779
5551,6.10963867813935
5552,5.61365456321647
5553,6.26694989432107
5554,6.10956397683941
5555,4.92594069039508
5556,5.1819114658623
5557,5.63931366634815
5558,6.09173700422292
5559,5.82830631721072
5560,6.55625272408756
5561,5.16325549909578
5562,4.99999599642973
5563,4.9616493325633
5564,5.83646279435438
5565,5.3587119065989
5566,4.78588344932179
5567,6.5794776997313
5568,5.31965323277494
5569,6.26971117159767
5570,6.31016654810257
5571,6.06120382985
5572,6.34512395667759
5573,6.02351469582739
5574,5.87156010179417
5575,5.8185952630309
5576,6.03058700305645
5577,5.44049593625902
5578,5.71473010342217
5579,5.71534669322312
5580,5.95068295635224
5581,5.4649779876099
5582,5.11825083884809
5583,6.21423929359152
5584,5.68788919972866
5585,5.56030623301051
5586,5.59046281819267
5587,4.92809114563409
5588,5.950604244353
5589,6.20177212700431
5590,6.15283461084747
5591,5.22571723209974
5592,4.86768321111135
5593,5.55914383243579
5594,5.13470636092376
5595,5.84792517656166
5596,6.43138638944161
5597,4.96386939422297
5598,5.6953941165794
5599,5.4094852581641
5600,5.67926494571203
5601,5.26291750522752
5602,5.46603201497622
5603,5.64751738527551
5604,6.34259722518962
5605,6.26607252895667
5606,6.06067229586923
5607,5.55830607977449
5608,6.11108935899211
5609,5.84155130370662
5610,5.57759676515066
5611,5.59407451533706
5612,5.40181775008586
5613,6.1764765511684
5614,5.46540376544836
5615,5.46288627304593
5616,5.68303213092254
5617,6.19138674504373
5618,6.45820224091619
5619,5.59014046204955
5620,6.46759718472087
5621,5.31190305147984
5622,6.1335750200933
5623,5.75789906470132
5624,5.0327381317546
5625,6.26829407522049
5626,5.93373626293703
5627,5.67296056301689
5628,6.02838251990494
5629,6.5753314865481
5630,6.82624598531097
5631,6.50903025197827
5632,6.35420142884682
5633,5.12494229657508
5634,5.3023932065952
5635,6.58529935959627
5636,5.27053779791681
5637,5.0795975038867
5638,6.15220750010024
5639,5.52622537244031
5640,6.15529503252963
5641,5.76868804984859
5642,6.5123484407499
5643,5.35003521592959
5644,6.17944634592927
5645,5.86234535242176
5646,6.50921986201562
5647,5.82903098868543
5648,5.48172925039428
5649,6.24959776859956
5650,6.74376519868978
5651,5.87291457201412
5652,5.73213695408868
5653,5.5660266394458
5654,5.74655687919285
5655,6.78981729533937
5656,5.31718352942426
5657,5.47275104538262
5658,5.55659214928221
5659,5.85028930409022
5660,5.67287053082449
5661,6.35256522768915
5662,6.4810921294977
5663,5.81598746585151
5664,5.54270850979647
5665,5.02938890316397
5666,5.3872000844702
5667,5.40165979164621
5668,5.1512689488848
5669,6.14544179541298
5670,5.21295624438369
5671,5.72032548378407
5672,6.27957019662718
5673,6.89222140192033
5674,6.26412877956648
5675,6.20944870604983
5676,6.15654043971304
5677,6.60344781152324
5678,6.7900687929795
5679,5.33782906835526
5680,5.70117633253784
5681,5.36336208328666
5682,5.88694156966561
5683,4.96725970937331
5684,5.58694640527246
5685,5.82742308576481
5686,5.40246897391192
5687,5.54719772592122
5688,5.86736328033576
5689,5.11825083884809
5690,6.05494059655947
5691,5.80384253360311
5692,5.92709498699334
5693,5.54273879248389
5694,5.64249210516931
5695,5.45897590662331
5696,5.98583689122479
5697,6.49973204510682
5698,6.20866764404411
5699,6.63648722010018
5700,6.02063379870897
5701,5.8603376319019
5702,5.62842020245267
5703,5.6913123212238
5704,5.31037343476556
5705,5.54059169351274
5706,5.78644179245403
5707,6.24479517182198
5708,5.33854896460297
5709,5.45163657820914
5710,6.49508627520569
5711,5.65163302608358
5712,6.04539785291811
5713,5.85793758283853
5714,5.74287830032206
5715,5.16736427828556
5716,6.82691635678794
5717,6.02529986766274
5718,5.44202646290219
5719,5.60840969016735
5720,6.1080476040541
5721,5.56049447999744
5722,6.4436272909228
5723,6.18690621520735
5724,5.30600125841017
5725,6.29541142814644
5726,5.91491749733372
5727,6.12216880306765
5728,5.34528542936668
5729,6.63752635651029
5730,6.64375707439422
5731,6.4568673364197
5732,5.71122853979628
5733,4.99208419862511
5734,5.48507642776356
5735,5.69822592026901
5736,5.76993890520783
5737,5.38128460103884
5738,5.0500046729792
5739,5.26764081293343
5740,5.52694892538274
5741,6.0764153313904
5742,5.56116272759061
5743,5.68936524284847
5744,5.04553541631947
5745,5.26764081293343
5746,5.9997974179021
5747,5.63429750653975
5748,6.15545844405487
5749,5.95636597110366
5750,6.13012295494332
5751,6.02996604913468
5752,5.51725305656721
5753,5.56084255766876
5754,6.11698108574669
5755,5.22795690662888
5756,5.90002078496576
5757,5.52218885914408
5758,5.77922306169453
5759,6.03568801492912
5760,6.35323353965538
5761,6.08333499035542
5762,6.47628768830102
5763,6.44615142721955
5764,5.81759525972929
5765,5.59880932079447
5766,5.89270187740046
5767,5.57612321795752
5768,4.62228471164735
5769,5.53597578135175
5770,4.9575619494649
5771,6.05969292806548
5772,6.61717280661561
5773,5.64681539519776
5774,5.9715045183853
5775,5.91303114708595
5776,5.97704014186776
5777,5.32801380089629
5778,5.36589685240457
5779,6.01602038768003
5780,5.95458338982366
5781,5.58706384339714
5782,6.60969601067035
5783,5.81388331505231
5784,6.27915259103034
5785,5.58626082386174
5786,6.48595191228911
5787,5.73235744361326
5788,5.40169020761612
5789,5.54928603373889
5790,6.00149365157263
5791,5.12354501076168
5792,5.49708242750061
5793,6.33568801775855
5794,6.05152259842563
5795,4.85590970283408
5796,5.21341807066938
5797,5.86420779189922
5798,5.72575418679898
5799,6.12591567491939
5800,5.4641829688926
5801,6.68414824149127
5802,5.55310856789697
5803,6.71035053833064
5804,5.64554267535316
5805,6.43352115956769
5806,5.91020366362778
5807,5.53709945024391
5808,6.40210819964239
5809,5.47701417377604
5810,5.73385033475343
5811,5.8935079921059
5812,5.89338180649253
5813,5.8110402044249
5814,5.21278504650565
5815,6.42727585921979
5816,5.81455337769428
5817,6.49666736750135
5818,6.22410839763285
5819,6.17186278507335
5820,6.21845534574646
5821,6.37634922694746
5822,5.06071037464552
5823,5.48032534428431
5824,5.90721509066266
5825,5.63934376143724
5826,5.73816297082253
5827,6.46973971318998
5828,5.12467955174511
5829,6.41652945555404
5830,5.85347674239354
5831,5.44879254801042
5832,6.18348318297352
5833,5.64886079716205
5834,5.99940828072173
5835,5.32961632613303
5836,6.21085253008932
5837,6.08907588621438
5838,5.62212123733185
5839,5.9656102810074
5840,5.56354166704534
5841,5.68576949989107
5842,6.15336955830559
5843,6.60443511799921
5844,6.73344199928529
5845,6.40469501509323
5846,5.50644234039842
5847,5.95331982984327
5848,5.77399375383345
5849,6.32273258027558
5850,5.51716189832563
5851,5.77398436647053
5852,5.40129840431713
5853,5.20244000860309
5854,5.75560705355184
5855,5.6782629931471
5856,5.84750033863829
5857,6.71611481611393
5858,6.13800553000585
5859,6.06434219089019
5860,5.83592186424004
5861,5.52070964843165
5862,5.67963080504644
5863,5.40009120249216
5864,5.84583278339634
5865,6.36891032924761
5866,5.9181823445897
5867,5.83978939758815
5868,5.59715337790664
5869,5.26527736214482
5870,5.74203362939161
5871,5.36982505429197
5872,5.29571088220816
5873,6.06424660846668
5874,5.33069749690245
5875,6.40182050077082
5876,6.04100609404321
5877,5.88308059516535
5878,6.68527520043986
5879,5.59683346900746
5880,5.31028707325292
5881,5.58054695408173
5882,5.32267053384457
5883,5.9661641654754
5884,6.00939501756277
5885,6.25142074162352
5886,6.34439372808055
5887,5.8263534339489
5888,6.2842896071749
5889,5.98992812695961
5890,6.46012421472574
5891,5.85686550623926
5892,6.08574500484282
5893,6.04266956855014
5894,6.21429425812728
5895,6.33778352472833
5896,5.4954245602019
5897,5.51496234525887
5898,6.09783821727222
5899,5.71560320146885
5900,6.28979464862624
5901,5.86438696841275
5902,5.4292576137213
5903,5.55229932632598
5904,5.61910910528698
5905,5.33326257552357
5906,5.81360263135509
5907,5.30308665425556
5908,6.73873021004523
5909,5.76883555599007
5910,6.17105339894325
5911,5.97117888310885
5912,6.68274605217994
5913,5.29492751044274
5914,5.65079030959833
5915,5.88497948991933
5916,5.80276741206569
5917,5.6438506834917
5918,6.49415303304925
5919,5.55584566257705
5920,5.77730170264419
5921,5.27194096853473
5922,5.29651859745148
5923,6.59459418758813
5924,7.12008244066618
5925,6.41244753326344
5926,6.37972835503369
5927,6.20393726236053
5928,6.21731671151244
5929,5.32764731140839
5930,6.14953863600728
5931,5.17820590281507
5932,5.0795975038867
5933,6.18203002459907
5934,5.94516736269722
5935,5.48204928200275
5936,5.71157704776732
5937,5.69468034296689
5938,5.36589685240457
5939,5.59453344861011
5940,5.41091422982166
5941,6.12874031856192
5942,6.1160253130518
5943,6.34465141650155
5944,5.29327228883064
5945,5.51742784685562
5946,5.59634936464358
5947,5.98737654258573
5948,5.74242128841961
5949,6.71304722471957
5950,6.3078148546216
5951,5.95190548430641
5952,6.32881059606684
5953,4.85257765278206
5954,5.07252001055932
5955,5.44517104976367
5956,5.97900225544803
5957,6.00564287795532
5958,5.26507364120245
5959,6.52605508847206
5960,6.40209072530824
5961,6.68897220204941
5962,5.02906803480303
5963,5.89356035813171
5964,5.50820462969161
5965,5.48824731551621
5966,5.97493421799698
5967,5.42743971230901
5968,5.43343722359065
5969,5.6507566602468
5970,6.9029471171236
5971,6.06094786753529
5972,6.40801995242783
5973,5.84380328724494
5974,6.77405771720609
5975,6.65801677904975
5976,5.87599714412461
5977,5.7221668374877
5978,6.53276041533969
5979,5.17069993707925
5980,5.24906663235815
5981,5.3657186182361
5982,4.52742248546453
5983,5.34898066465826
5984,5.94866018458581
5985,5.84794553390975
5986,6.57585531844978
5987,6.13652563766828
5988,5.4798535046242
5989,6.08718781090023
5990,4.87310937031983
5991,6.05464453587722
5992,5.21037875897547
5993,5.46329970712584
5994,6.18811281756404
5995,6.12065828407199
5996,5.85104377795064
5997,4.89617718600889
5998,6.33568801775855
5999,5.93607552288033
6000,5.1512704361079
6001,6.4634820029504
6002,5.80872933520436
6003,5.72542669972582
6004,5.10480406371614
6005,6.61707539843434
6006,6.33046118205362
6007,5.49335013900595
6008,5.52195623100508
6009,6.39516321889005
6010,5.9099993067589
6011,5.35745401924769
6012,6.0927102032989
6013,5.72751425488399
6014,5.51568646228595
6015,5.43981466330694
6016,5.9204753665079
6017,4.90217326715828
6018,6.13268951792797
6019,5.58212980434575
6020,5.69173310143136
6021,6.51071979601818
6022,5.28237083657845
6023,5.6665259603385
6024,5.86979939028277
6025,4.80269309988638
6026,4.89475730159822
6027,6.66644208881193
6028,5.4992702880051
6029,6.20694193597374
6030,6.42541954017432
6031,5.25473441346551
6032,5.68887572941833
6033,5.49269169450465
6034,5.47349042913423
6035,5.622251059513
6036,4.98758403622097
6037,5.4219603444328
6038,5.94451962756905
6039,6.15856124031965
6040,5.61540664139515
6041,4.95719328009825
6042,6.13961391549974
6043,5.07696429206992
6044,5.68459355320353
6045,5.77441198959179
6046,6.94385192117148
6047,5.75072972849651
6048,4.97522929059442
6049,6.62558453701125
6050,5.46074428180194
6051,6.56852635942621
6052,6.17996035762236
6053,6.28445750214409
6054,5.6579556876389
6055,6.42908998385046
6056,6.03798752319428
6057,5.42427756414167
6058,5.10781673734181
6059,6.21427808230286
6060,5.81732726506221
6061,4.9148532532649
6062,6.37325388963079
6063,6.33207589640376
6064,5.33636031691546
6065,5.5463593377409
6066,5.48399742283167
6067,6.00852792768626
6068,5.49488308506695
6069,5.33585417624324
6070,5.54755604324027
6071,5.53293439446176
6072,5.81790238557141
6073,6.1742749190979
6074,6.21982357065557
6075,6.38315391608262
6076,5.24551866097142
6077,5.26576867227045
6078,5.38114917515157
6079,5.55873753597195
6080,5.9575107208116
6081,5.96616482388413
6082,5.77552922936544
6083,5.08444045963578
6084,6.2096061300483
6085,5.95068295635224
6086,5.52629638059992
6087,5.76360320067449
6088,5.69514259398396
6089,5.82692456190931
6090,5.57499792042339
6091,5.50881648200408
6092,5.26266649469952
6093,5.67270828760178
6094,5.62613553606425
6095,5.35038548355169
6096,5.20146300992053
6097,5.76289284000233
6098,5.91880598138196
6099,5.7680202900426
6100,5.33636031691546
6101,5.65111606469226
6102,6.18081294653853
6103,6.25045698649656
6104,4.84739736063498
6105,6.34930644645269
6106,5.81247820338715
6107,5.25769890881326
6108,6.17118630839105
6109,6.00862850981435
6110,5.38954230064896
6111,6.09173700422292
6112,5.73522385241685
6113,5.98115816756067
6114,5.35492459879458
6115,5.44401660070905
6116,5.22932953121568
6117,5.54927080359989
6118,6.12088329557792
6119,5.72535288460134
6120,5.45886237230164
6121,5.17161589917717
6122,5.85562656164799
6123,5.26117462317702
6124,5.92100742008967
6125,5.77564671221703
6126,5.58392964689075
6127,6.01150324247382
6128,5.89700312232283
6129,5.18433064958925
6130,5.98369554327369
6131,6.18916319289046
6132,5.33054679545012
6133,5.524441158657
6134,6.27707994958588
6135,5.80337908394957
6136,6.37281337252953
6137,5.65787695280115
6138,6.03642202601604
6139,6.10198154299989
6140,5.73588413395483
6141,5.49527906624149
6142,5.65449198238152
6143,6.01934476716777
6144,5.44371257471142
6145,6.15884269108243
6146,5.37498754208906
6147,5.63314565529606
6148,6.15283461084747
6149,5.97560456377634
6150,6.80068391205641
6151,5.27771152627277
6152,5.38656486200964
6153,5.86013097006666
6154,5.86982811700303
6155,5.62546934262751
6156,6.00149365157263
6157,5.72230114034996
6158,5.11464778352418
6159,5.44177849451437
6160,6.4632841702533
6161,5.4649779876099
6162,5.29868785866919
6163,6.52892506054812
6164,6.01804963993668
6165,5.73499777727438
6166,6.82943522151076
6167,6.0470976497316
6168,5.32585739199953
6169,6.32078631866339
6170,6.12258149670353
6171,6.1821806400603
6172,6.08349204305984
6173,5.5597185349988
6174,6.54510711919431
6175,5.42331390778085
6176,5.3424351538
6177,6.36364364489412
6178,6.28851306468946
6179,5.86055194307791
6180,5.86119067821155
6181,5.19330967271708
6182,5.83109044112134
6183,6.10630496696441
6184,6.42245194150661
6185,5.80046863455901
6186,5.52508146301946
6187,5.49843297047143
6188,5.3900207957846
6189,6.42456668535342
6190,6.13139500723873
6191,5.89691053156214
6192,5.93861905990353
6193,6.55628145544871
6194,5.60899438877487
6195,5.78402290637047
6196,5.2550230647109
6197,5.47409610382679
6198,6.11702673791515
6199,6.31097435996004
6200,5.45345750398903
6201,6.03058700305645
6202,5.41516357634575
6203,6.05141376486424
6204,5.7332697433946
6205,6.11980523475163
6206,5.75143794162016
6207,5.75616437885107
6208,6.20463007802856
6209,5.50339391713968
6210,5.43094667159465
6211,6.26877989836986
6212,5.60123047759745
6213,6.09277626014511
6214,5.57932167925329
6215,6.79458602962858
6216,6.37315741263456
6217,6.06424660846668
6218,5.27771152627277
6219,5.2997916875463
6220,5.34337297359995
6221,6.18611406883783
6222,4.83165337669565
6223,5.63824153837716
6224,5.72202091009905
6225,5.30600125841017
6226,5.36765483245372
6227,5.87445317818929
6228,5.04991609831291
6229,6.21434706469931
6230,5.8324452129615
6231,5.47029703503469
6232,5.59819387964944
6233,5.91657539207408
6234,5.47971504923573
6235,6.21649944957667
6236,5.83646279435438
6237,5.25430729890665
6238,5.39223752871284
6239,6.16093802159244
6240,5.78084363616422
6241,5.80041972208279
6242,5.3426599845476
6243,6.715382065309
6244,5.41592264548982
6245,6.61671174312665
6246,5.62920111774727
6247,5.58430162144276
6248,5.29534011429094
6249,5.83459242233399
6250,6.17894407208583
6251,5.59842126188254
6252,5.31273748484981
6253,5.69280943633209
6254,6.05745863519798
6255,6.30845532975675
6256,5.08034809618788
6257,5.59041448285365
6258,6.03458713994121
6259,5.49424453731527
6260,5.61794921332664
6261,5.46995362681412
6262,5.77373398485893
6263,5.9530320140871
6264,5.92431960180933
6265,6.27126464699442
6266,5.54855249515014
6267,5.25418908320126
6268,5.64585611830036
6269,6.08434678988851
6270,6.55946652512473
6271,4.95073332057001
6272,6.21453528354697
6273,5.89029159076307
6274,5.9661641654754
6275,5.29564230989716
6276,5.79062837411356
6277,6.04157695748712
6278,5.70090386310312
6279,6.18794324621118
6280,6.04276229268827
6281,5.01965676326198
6282,6.30643259252332
6283,5.06553929990192
6284,5.52204415275768
6285,5.85414721403282
6286,5.52092582657374
6287,5.42233994941318
6288,5.73764380978941
6289,6.53956331006087
6290,5.5370586628984
6291,5.03217172194122
6292,5.88946031138762
6293,6.19893014426555
6294,5.4292576137213
6295,5.34237514175774
6296,5.39712042909222
6297,5.92789486987769
6298,5.56179482632315
6299,5.46140847069109
6300,6.34629287379059
6301,6.24419440584174
6302,6.41888773552217
6303,5.51801631190331
6304,5.23417530712523
6305,6.28873187169753
6306,5.57679981267467
6307,6.02922310050913
6308,6.09671773811217
6309,5.15948049329909
6310,5.56049447999744
6311,5.63736337761897
6312,5.12862627266602
6313,6.22666391992717
6314,5.80526215458276
6315,5.44829423754517
6316,6.59144231146306
6317,5.95749377611235
6318,5.87720893997558
6319,5.42216017135768
6320,5.67720537280275
6321,6.20348038924418
6322,6.48062574441615
6323,5.88164067191004
6324,5.98250371102972
6325,6.31120444136829
6326,5.31970173581119
6327,5.17916307182717
6328,5.36155048034503
6329,5.00584763048985
6330,5.37010166599416
6331,6.13342771588243
6332,5.35837433352092
6333,5.64267271452351
6334,5.1260459315761
6335,5.93740363983877
6336,5.01045831439411
6337,4.91916395262934
6338,5.31028707325292
6339,5.45807873438915
6340,6.15365223078675
6341,6.27589760860704
6342,5.80354421361796
6343,5.42156431009891
6344,5.34667333174326
6345,4.87066897004529
6346,5.58084739265845
6347,5.61527452150868
6348,5.48316543915727
6349,6.0628583879123
6350,6.23485561013671
6351,5.48032534428431
6352,5.86415063257169
6353,5.66051429126482
6354,5.54843784876923
6355,5.20399112322017
6356,5.43722911549695
6357,5.0197117563445
6358,5.98675570318019
6359,5.28969777564708
6360,6.38874353683454
6361,5.35967330230378
6362,5.55942119338783
6363,6.14172959614537
6364,5.4545881327501
6365,5.27946973808758
6366,6.10042433072457
6367,5.46126612086409
6368,6.04276229268827
6369,5.65580983864136
6370,5.571469052064
6371,6.3907420657416
6372,6.10661892010504
6373,5.83657416312865
6374,4.76539920526865
6375,5.52656169015766
6376,5.66647809879942
6377,5.82787161869446
6378,5.34524760475932
6379,5.98475802787334
6380,5.5597185349988
6381,4.88886137406484
6382,6.677169561563
6383,6.32670220010466
6384,5.51208820372615
6385,6.06548015150237
6386,4.90682378615066
6387,5.27249570484986
6388,6.14604349494102
6389,6.17816534338542
6390,5.82152096275262
6391,5.45345750398903
6392,5.49688353096683
6393,5.38488426741067
6394,5.28053044332481
6395,6.24730363319878
6396,6.10310301002541
6397,5.61260724231948
6398,5.58560736242104
6399,5.90372250852952
6400,5.27872156515304
6401,5.72587968532735
6402,6.14670707408206
6403,5.14466747541023
6404,6.24341048892618
6405,6.32133425524664
6406,6.09302330772452
6407,6.12000057026442
6408,5.67255863461349
6409,5.60318638077734
6410,6.59144231146306
6411,5.90853650819145
6412,6.15885883087774
6413,5.61365456321647
6414,6.02210289351677
6415,5.94841028998639
6416,5.66647809879942
6417,5.3359173406359
6418,6.55361258535597
6419,5.51971633918062
6420,5.20367307939702
6421,6.01972949027342
6422,5.53866563516304
6423,5.58560736242104
6424,6.82553202988669
6425,5.81007520813015
6426,5.90810623216927
6427,5.96500478535574
6428,5.61710275704438
6429,5.55959541550395
6430,6.04340158641152
6431,5.38919981762158
6432,6.46925996103651
6433,6.0182143943071
6434,5.73357332574035
6435,5.57499792042339
6436,6.27435941514204
6437,6.17621685535066
6438,5.60269796402063
6439,5.74176305162195
6440,5.75522670033194
6441,5.94488361064577
6442,6.27038086830258
6443,5.02326272259902
6444,5.90689618343279
6445,6.72505117461227
6446,5.61635739686127
6447,4.86355714676509
6448,5.49688593147225
6449,5.8949499079889
6450,5.65361733658647
6451,5.22312603026223
6452,5.63428190356207
6453,6.44297447183799
6454,5.77010056216643
6455,5.99878165484824
6456,5.93760471743627
6457,5.35146732793485
6458,5.59124556642778
6459,5.6091454632737
6460,5.69112847991433
6461,5.90001702788195
6462,5.60598901522693
6463,4.6900200744029
6464,5.08444045963578
6465,6.07525913587218
6466,6.1605770193071
6467,5.95721776459908
6468,5.94347258826213
6469,6.36435677821137
6470,5.45510318290807
6471,5.51016920823722
6472,5.21579263082038
6473,5.67260306145064
6474,5.68012162972615
6475,6.26975850122487
6476,5.31718352942426
6477,5.64050407711678
6478,5.22990115834961
6479,5.56095428595213
6480,5.43044078845046
6481,5.63919032848345
6482,5.84227468687812
6483,6.69407867454624
6484,5.20244000860309
6485,5.44049593625902
6486,5.65329897843329
6487,6.48474071546373
6488,6.41931559036598
6489,6.0250136530031
6490,5.72912628236425
6491,6.7069199952831
6492,5.62730491200164
6493,5.776103265511
6494,6.02258095288243
6495,6.16244387765264
6496,5.7699700200441
6497,6.37040381494127
